longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.85,33.78,21.499591505660657,3187.0,870.0,1977.0,852.0,3.3939,212100.0,<1H OCEAN
-122.69,38.36,6.481928202695977,5496.0,1374.0,2502.0,1189.0,2.4827,177500.0,<1H OCEAN
-122.13,37.46,34.96482944381608,1321.0,300.0,1133.0,287.0,3.7312,159600.0,NEAR BAY
-121.38,38.47,2.630634598597938,14418.0,2282.0,6578.0,2140.0,4.5604,145900.0,INLAND
-117.16,32.81,34.20097780455751,2275.0,375.0,1021.0,379.0,3.6371,176300.0,NEAR OCEAN
-121.75,37.3,20.181524247175425,1801.0,415.0,548.0,393.0,2.5052,133700.0,<1H OCEAN
-118.48,34.15,30.44040921856821,2536.0,429.0,990.0,424.0,5.4591,495500.0,<1H OCEAN
-117.25,33.05,19.336071785260735,2794.0,476.0,1387.0,442.0,4.3286,213400.0,NEAR OCEAN
-120.9,35.33,18.40000752838631,1576.0,287.0,595.0,262.0,3.588,266300.0,NEAR OCEAN
-118.41,34.05,16.08840794304389,9728.0,2211.0,3026.0,1899.0,5.8758,500001.0,<1H OCEAN
-121.45,38.61,35.91833685351656,438.0,116.0,263.0,100.0,0.9379,67500.0,INLAND
-118.22,33.96,34.050251805038016,2232.0,603.0,2361.0,608.0,2.5966,170900.0,<1H OCEAN
-117.59,33.91,6.418104100983763,10223.0,1491.0,5205.0,1509.0,5.4872,203400.0,INLAND
-114.31,34.19,11.755570919807838,5612.0,1283.0,1015.0,472.0,1.4936,66900.0,INLAND
-118.38,34.15,35.98116801045527,2933.0,619.0,1115.0,579.0,4.3036,365900.0,<1H OCEAN
-117.28,33.02,19.97368215152042,2736.0,585.0,1251.0,576.0,4.2356,347700.0,NEAR OCEAN
-118.43,33.96,38.08008022932986,1104.0,216.0,415.0,163.0,6.1985,422000.0,<1H OCEAN
-118.26,34.06,38.56018119476452,637.0,273.0,1150.0,263.0,1.8625,131300.0,<1H OCEAN
-117.93,34.08,35.049829320134855,1371.0,246.0,806.0,241.0,4.5078,187100.0,<1H OCEAN
-118.2,33.77,48.46713801950645,1375.0,457.0,1089.0,317.0,2.2344,200000.0,NEAR OCEAN
-122.28,37.77,29.38014872919816,3997.0,1073.0,1901.0,966.0,3.75,242800.0,NEAR BAY
-121.95,37.29,9.72243365798018,1503.0,381.0,715.0,349.0,4.6371,234300.0,<1H OCEAN
-118.32,33.88,38.40413845320073,1402.0,254.0,722.0,251.0,6.4781,269000.0,<1H OCEAN
-118.21,33.79,36.58623101091502,32.0,18.0,96.0,36.0,4.5938,112500.0,NEAR OCEAN
-118.65,34.21,2.081556973469675,5429.0,665.0,2315.0,687.0,9.6465,500001.0,<1H OCEAN
-117.14,33.18,14.292474109729856,5546.0,974.0,2300.0,970.0,3.7109,199800.0,<1H OCEAN
-122.44,37.66,18.704918414132717,5108.0,1510.0,3288.0,1405.0,3.1927,252600.0,NEAR OCEAN
-121.97,38.04,35.58041732711535,2505.0,554.0,1595.0,498.0,2.5833,83500.0,INLAND
-122.49,37.75,51.828151622747285,2226.0,385.0,1177.0,416.0,4.8516,323800.0,NEAR OCEAN
-117.96,34.53,7.563027462685467,2907.0,559.0,1681.0,531.0,3.8594,141000.0,INLAND
-117.1,33.14,8.068400702168569,10665.0,2576.0,4917.0,2424.0,2.3171,159500.0,<1H OCEAN
-118.18,34.13,45.36142996336559,2734.0,415.0,1057.0,424.0,7.9213,477800.0,<1H OCEAN
-122.19,37.75,34.63209194762003,1126.0,263.0,482.0,150.0,1.9167,82800.0,NEAR BAY
-119.35,36.42,16.44161124026408,1115.0,193.0,1742.0,176.0,2.7969,123800.0,INLAND
-118.39,33.87,17.799534673252573,3303.0,584.0,1329.0,569.0,7.521,340400.0,<1H OCEAN
-122.66,38.48,15.282051220793853,2724.0,593.0,1124.0,586.0,2.825,186200.0,<1H OCEAN
-121.87,37.41,22.64059721067411,3308.0,548.0,1891.0,544.0,5.6683,248700.0,<1H OCEAN
-117.95,33.76,31.454644838094595,1829.0,366.0,1703.0,343.0,4.1295,188000.0,<1H OCEAN
-118.45,34.22,22.637060304450397,3442.0,1168.0,4625.0,1097.0,2.0699,183000.0,<1H OCEAN
-118.43,34.04,49.14963253039956,2425.0,435.0,962.0,412.0,5.8587,494700.0,<1H OCEAN
-121.92,37.28,25.441592480511073,3028.0,486.0,1284.0,498.0,4.5833,308800.0,<1H OCEAN
-121.96,37.34,36.60989386918776,2001.0,402.0,942.0,375.0,4.4453,255400.0,<1H OCEAN
-120.89,39.3,19.79112975982531,2282.0,431.0,974.0,371.0,3.5417,155100.0,INLAND
-120.47,37.96,21.928118967773063,2505.0,529.0,1145.0,483.0,2.006,103000.0,INLAND
-121.26,37.97,31.10493437605994,1189.0,295.0,891.0,292.0,2.5536,50500.0,INLAND
-118.37,33.81,33.01884253997228,5057.0,790.0,2021.0,748.0,6.8553,482200.0,NEAR OCEAN
-123.72,41.09,20.18417760156209,1970.0,431.0,1166.0,363.0,1.8208,50000.0,<1H OCEAN
-118.94,34.16,0.88999793149212,1170.0,148.0,493.0,142.0,8.0428,500001.0,<1H OCEAN
-123.41,40.61,16.107481889084866,769.0,205.0,301.0,126.0,1.7875,55000.0,INLAND
-118.39,34.19,22.010677205155794,3794.0,989.0,2454.0,876.0,2.9982,204200.0,<1H OCEAN
-121.43,38.57,47.080747593080375,2443.0,476.0,939.0,457.0,3.5893,142000.0,INLAND
-118.2,33.99,29.55081501235894,1186.0,387.0,2087.0,409.0,1.9132,154600.0,<1H OCEAN
-121.28,38.75,54.0612016702033,493.0,89.0,189.0,94.0,2.108,83800.0,INLAND
-121.76,38.55,20.728480431305215,8800.0,1857.0,6330.0,1832.0,2.065,219400.0,INLAND
-117.29,34.41,10.802037469259322,5934.0,1380.0,2756.0,1239.0,1.5758,108300.0,INLAND
-118.15,33.93,42.42535657865657,1839.0,346.0,1034.0,339.0,4.9808,212300.0,<1H OCEAN
-118.36,33.96,14.074565667374857,3431.0,934.0,2365.0,810.0,3.0393,129200.0,<1H OCEAN
-122.0,37.34,30.919188270417067,3344.0,620.0,1604.0,572.0,5.2108,351500.0,<1H OCEAN
-116.99,33.01,10.849078841713276,1412.0,185.0,529.0,166.0,7.7517,500001.0,<1H OCEAN
-116.38,33.74,5.520281993820457,17579.0,3479.0,3581.0,1820.0,4.084,194500.0,INLAND
-121.28,38.12,37.19909214558862,3268.0,640.0,1906.0,628.0,2.8237,110700.0,INLAND
-120.67,35.3,20.55589212123682,1540.0,715.0,1799.0,635.0,0.7025,500001.0,NEAR OCEAN
-122.28,37.53,34.731778526962074,1980.0,385.0,970.0,391.0,5.1207,310900.0,NEAR OCEAN
-120.86,37.77,30.3127140737266,1208.0,232.0,535.0,232.0,2.3523,94700.0,INLAND
-122.32,37.55,45.64930364730388,1437.0,266.0,607.0,263.0,4.8068,369700.0,NEAR OCEAN
-116.91,32.8,32.79199341195853,1943.0,287.0,1081.0,292.0,5.6846,208800.0,<1H OCEAN
-122.04,37.95,31.32117071366923,1653.0,334.0,814.0,328.0,3.1406,163100.0,NEAR BAY
-122.71,38.33,13.883374164341705,4011.0,936.0,2064.0,914.0,3.6953,157600.0,<1H OCEAN
-118.32,34.03,37.270820893869804,3189.0,935.0,2221.0,801.0,2.1046,114000.0,<1H OCEAN
-117.22,33.14,2.1124152257537614,4576.0,848.0,2314.0,705.0,5.0123,210400.0,NEAR OCEAN
-117.65,33.42,25.542821291678532,2174.0,428.0,603.0,352.0,3.3967,249400.0,NEAR OCEAN
-117.18,32.84,27.534383582332126,2290.0,523.0,1272.0,472.0,3.5606,165100.0,NEAR OCEAN
-122.49,37.85,34.69439454788219,240.0,29.0,63.0,34.0,12.2547,500001.0,NEAR BAY
-122.24,38.31,40.27220649596293,1938.0,301.0,823.0,285.0,6.1089,280800.0,NEAR BAY
-118.05,33.87,15.792623028212995,4928.0,773.0,2952.0,754.0,5.8855,313800.0,<1H OCEAN
-122.68,38.48,16.303687816689447,1575.0,262.0,716.0,259.0,5.3409,244600.0,<1H OCEAN
-121.98,37.22,46.449434841175076,10088.0,1910.0,3728.0,1781.0,5.2321,500001.0,<1H OCEAN
-117.13,34.39,29.82955537083309,2251.0,464.0,855.0,315.0,3.4183,104100.0,INLAND
-119.97,38.94,24.546498771606288,1485.0,334.0,406.0,180.0,1.9667,84600.0,INLAND
-122.3,37.88,45.783386555386215,1647.0,376.0,854.0,355.0,2.9,144800.0,NEAR BAY
-118.08,34.11,40.73671464073305,2628.0,525.0,1494.0,523.0,3.9464,257200.0,<1H OCEAN
-121.92,36.55,54.05146424200957,2616.0,483.0,582.0,313.0,3.275,500001.0,NEAR OCEAN
-117.7,33.61,13.827211396576557,2371.0,725.0,1738.0,686.0,3.6484,322600.0,<1H OCEAN
-118.13,34.01,39.97226494375924,782.0,207.0,827.0,223.0,3.1538,154300.0,<1H OCEAN
-122.39,37.73,54.058016059068045,1070.0,224.0,567.0,207.0,2.8603,189000.0,NEAR BAY
-119.01,35.3,9.944177385019854,8596.0,1597.0,4893.0,1520.0,3.9054,80900.0,INLAND
-121.3,37.85,36.87127198097279,1034.0,206.0,604.0,192.0,2.2391,120000.0,INLAND
-122.05,37.95,20.50437671811577,5175.0,1213.0,2804.0,1091.0,2.85,144600.0,NEAR BAY
-122.41,37.63,32.954829788664064,865.0,226.0,602.0,217.0,3.0,229100.0,NEAR OCEAN
-118.47,34.26,34.08362563583018,1300.0,289.0,650.0,291.0,3.8875,199200.0,<1H OCEAN
-124.17,40.74,16.3111771626561,2026.0,338.0,873.0,313.0,4.0357,128900.0,NEAR OCEAN
-119.77,36.77,39.73090362666822,3065.0,658.0,1441.0,625.0,2.0564,64700.0,INLAND
-118.27,34.11,35.264581479451955,1832.0,539.0,934.0,486.0,3.0521,276600.0,<1H OCEAN
-120.41,34.87,33.46073428060364,1997.0,317.0,866.0,281.0,5.062,158900.0,<1H OCEAN
-121.1,37.8,33.100424493726905,1853.0,331.0,958.0,340.0,3.3578,149000.0,INLAND
-118.14,33.84,44.90144546275633,1908.0,361.0,890.0,342.0,4.575,336000.0,<1H OCEAN
-117.24,32.8,15.97074069479333,2205.0,661.0,874.0,580.0,3.8018,112500.0,NEAR OCEAN
-118.48,35.14,3.318169866473244,8417.0,1657.0,4631.0,1468.0,3.6949,115800.0,INLAND
-121.22,38.4,14.669468269256948,2655.0,441.0,1277.0,422.0,4.6989,213800.0,INLAND
-122.32,37.93,39.85773375436115,3056.0,489.0,1103.0,481.0,5.1067,247300.0,NEAR BAY
-122.36,40.55,22.152809356727136,2500.0,466.0,1428.0,502.0,2.6513,113300.0,INLAND
-118.16,34.2,45.01831161399478,1810.0,343.0,988.0,307.0,3.8203,176000.0,<1H OCEAN
-119.98,38.94,22.382839463683094,1564.0,298.0,339.0,147.0,4.0417,99300.0,INLAND
-122.02,37.56,21.386062294865276,4332.0,857.0,2461.0,829.0,4.3594,223400.0,NEAR BAY
-122.03,37.53,18.56048463964343,1746.0,437.0,1268.0,404.0,3.256,183300.0,NEAR BAY
-122.16,37.47,47.47339355327814,2581.0,437.0,1006.0,414.0,5.397,341700.0,NEAR BAY
-118.26,34.02,40.83393236368955,698.0,232.0,1046.0,228.0,2.2356,119500.0,<1H OCEAN
-121.44,37.76,4.618977618711854,7264.0,1285.0,3670.0,1146.0,5.0443,194800.0,INLAND
-117.4,34.06,16.61026776769454,5451.0,1008.0,3533.0,940.0,3.9191,101600.0,INLAND
-117.6,34.02,18.081344704964575,2103.0,348.0,1305.0,356.0,5.2849,160400.0,INLAND
-117.03,32.73,37.519949510803585,3174.0,606.0,1557.0,619.0,3.5861,123600.0,NEAR OCEAN
-117.04,32.58,21.579255523427182,2029.0,357.0,1497.0,353.0,4.0089,132100.0,NEAR OCEAN
-121.76,36.9,42.6938742647039,919.0,309.0,1321.0,301.0,2.0775,121400.0,<1H OCEAN
-118.45,33.96,36.63629587590134,2723.0,547.0,1090.0,519.0,6.3267,500001.0,<1H OCEAN
-118.32,34.06,41.006226108401535,2808.0,584.0,1654.0,569.0,4.125,436800.0,<1H OCEAN
-118.16,33.86,29.702830838785697,6607.0,1663.0,4066.0,1558.0,2.5068,156300.0,<1H OCEAN
-118.27,34.09,53.57589873540341,1079.0,222.0,439.0,201.0,4.625,230800.0,<1H OCEAN
-118.3,34.0,50.729935863568045,1686.0,377.0,982.0,356.0,2.0958,116400.0,<1H OCEAN
-122.24,38.14,15.410762357908776,8479.0,1759.0,5008.0,1646.0,3.724,131600.0,NEAR BAY
-118.2,33.89,38.47001317385392,2538.0,564.0,2170.0,541.0,2.7212,107900.0,<1H OCEAN
-118.08,33.88,32.37193461530647,1901.0,519.0,2685.0,496.0,3.2639,120100.0,<1H OCEAN
-122.0,36.98,19.098958635206966,2502.0,454.0,981.0,399.0,4.3,275000.0,NEAR OCEAN
-122.31,37.57,42.24345601682865,3157.0,676.0,1603.0,629.0,3.7422,292600.0,NEAR OCEAN
-118.29,34.05,33.53034659661157,2818.0,1252.0,4126.0,1200.0,2.053,229200.0,<1H OCEAN
-122.11,37.05,18.85695477205681,3337.0,549.0,1449.0,519.0,5.1412,315800.0,NEAR OCEAN
-118.13,33.8,37.22633463572523,1496.0,271.0,743.0,265.0,4.4312,226000.0,<1H OCEAN
-117.95,33.8,37.51925546067063,1654.0,285.0,905.0,292.0,4.6389,214600.0,<1H OCEAN
-115.38,32.82,37.26542095788886,1892.0,394.0,1175.0,374.0,1.9939,65800.0,INLAND
-118.3,34.05,44.599358997252466,1386.0,457.0,1845.0,485.0,2.1414,157700.0,<1H OCEAN
-122.7,38.43,25.65967397734685,1585.0,412.0,1362.0,424.0,1.6685,114100.0,<1H OCEAN
-118.2,34.04,36.15154268635876,1625.0,490.0,2003.0,478.0,2.181,147200.0,<1H OCEAN
-117.08,32.77,31.828664211259174,1070.0,155.0,426.0,153.0,6.1628,219200.0,NEAR OCEAN
-122.04,37.9,18.93588043988278,5467.0,1044.0,2310.0,963.0,5.6986,275800.0,NEAR BAY
-117.78,34.13,18.245681293428127,7798.0,1161.0,3710.0,1227.0,5.8819,260500.0,INLAND
-121.81,37.37,27.25980812289264,2987.0,539.0,1931.0,518.0,5.1099,213100.0,<1H OCEAN
-118.34,34.08,52.977653838839046,1430.0,186.0,547.0,178.0,10.3661,500001.0,<1H OCEAN
-115.56,32.78,34.50645356743112,2856.0,555.0,1627.0,522.0,3.2083,76200.0,INLAND
-124.19,40.73,21.110449338048905,5694.0,1056.0,2907.0,972.0,3.5363,90100.0,NEAR OCEAN
-118.15,34.71,36.657231200086954,1338.0,250.0,709.0,250.0,3.5625,101400.0,INLAND
-118.02,33.95,33.098515823388006,1681.0,329.0,964.0,311.0,4.108,181200.0,<1H OCEAN
-122.32,37.56,49.45307703635534,2016.0,299.0,691.0,288.0,5.549,500001.0,NEAR OCEAN
-118.41,34.17,27.548400994217946,3277.0,648.0,1382.0,615.0,3.875,366100.0,<1H OCEAN
-122.67,38.25,30.911168514416833,1333.0,235.0,660.0,206.0,4.0729,288500.0,<1H OCEAN
-118.08,34.55,6.275344551263105,16181.0,2971.0,8152.0,2651.0,4.5237,141800.0,INLAND
-118.38,34.06,23.24610268937258,2558.0,661.0,1183.0,636.0,3.5556,500000.0,<1H OCEAN
-118.25,34.16,12.601216907220678,3700.0,945.0,1681.0,905.0,3.9054,200000.0,<1H OCEAN
-117.99,33.83,37.2461693393079,1484.0,252.0,916.0,248.0,5.2657,191400.0,<1H OCEAN
-118.44,34.01,43.11459129567369,2061.0,396.0,907.0,393.0,6.0804,420000.0,<1H OCEAN
-118.63,34.19,35.990802559845946,3568.0,591.0,1741.0,563.0,5.1529,259600.0,<1H OCEAN
-120.46,37.31,36.43793281455427,2042.0,378.0,953.0,356.0,2.7344,87800.0,INLAND
-118.27,33.94,38.606137128568015,2078.0,561.0,1901.0,504.0,1.1468,96900.0,<1H OCEAN
-118.48,34.42,23.38143981300254,1375.0,259.0,728.0,258.0,5.0166,229000.0,<1H OCEAN
-118.33,33.91,36.366122913244816,1092.0,302.0,962.0,297.0,3.5903,183300.0,<1H OCEAN
-120.93,37.66,8.55256370731418,7566.0,1348.0,3227.0,1199.0,4.744,148100.0,INLAND
-118.33,34.05,42.5907474127352,1574.0,390.0,1323.0,404.0,2.5284,226300.0,<1H OCEAN
-122.35,37.94,50.50403052058024,1275.0,275.0,844.0,273.0,2.8967,95600.0,NEAR BAY
-118.31,33.95,44.45590514371735,1823.0,358.0,1065.0,342.0,3.2708,131000.0,<1H OCEAN
-122.03,37.86,31.63282798521641,3025.0,477.0,1035.0,452.0,6.112,390600.0,NEAR BAY
-121.37,38.67,35.582859806997,1786.0,338.0,974.0,319.0,2.555,72700.0,INLAND
-117.85,34.06,26.264767962612083,3128.0,497.0,1406.0,472.0,7.5286,462700.0,<1H OCEAN
-118.36,33.92,16.72973600652321,2807.0,883.0,1546.0,815.0,2.6375,233800.0,<1H OCEAN
-122.23,37.84,45.19516917495409,3175.0,454.0,1098.0,485.0,5.2868,347600.0,NEAR BAY
-121.51,38.56,45.59765276014966,1048.0,312.0,1320.0,294.0,1.0649,137500.0,INLAND
-118.57,34.21,23.28437187554638,4891.0,793.0,2447.0,765.0,5.8798,270500.0,<1H OCEAN
-117.15,34.03,30.870611845227987,5305.0,701.0,1818.0,676.0,6.1461,217100.0,INLAND
-118.1,34.05,25.62937010744821,1495.0,328.0,1296.0,304.0,2.913,152300.0,<1H OCEAN
-118.25,33.94,44.296823513474294,1463.0,312.0,940.0,312.0,2.3333,99800.0,<1H OCEAN
-121.79,39.48,37.34793409073323,1105.0,180.0,408.0,166.0,3.3929,82100.0,INLAND
-117.79,33.68,10.952635097480501,1633.0,295.0,928.0,297.0,5.7858,265900.0,<1H OCEAN
-121.81,37.31,21.9081265482067,1794.0,366.0,1533.0,371.0,5.7843,209900.0,<1H OCEAN
-122.28,37.9,51.7080692820787,2261.0,328.0,819.0,335.0,4.9083,346800.0,NEAR BAY
-121.29,38.76,11.625754813388983,1198.0,174.0,443.0,170.0,6.0097,187500.0,INLAND
-116.97,32.76,27.246435197198615,2460.0,313.0,838.0,299.0,5.9878,270700.0,<1H OCEAN
-121.29,38.04,14.00773769859862,2128.0,441.0,1860.0,459.0,3.1779,97300.0,INLAND
-117.92,33.98,12.613906008234025,16414.0,2919.0,8907.0,2714.0,6.1552,362500.0,<1H OCEAN
-118.32,33.99,41.38641368148485,2028.0,479.0,1074.0,394.0,2.5909,98700.0,<1H OCEAN
-118.16,34.07,42.998967718907004,3836.0,777.0,2118.0,754.0,3.6364,254600.0,<1H OCEAN
-122.45,37.78,54.51975991744059,1345.0,291.0,560.0,294.0,3.7159,494400.0,NEAR BAY
-120.46,37.29,26.77762070911285,2972.0,635.0,1940.0,590.0,2.3594,72300.0,INLAND
-119.75,36.77,32.74793282793209,1962.0,399.0,1005.0,392.0,2.6726,70400.0,INLAND
-121.47,38.72,27.2425187744042,1708.0,299.0,911.0,290.0,4.0227,99800.0,INLAND
-119.71,36.81,18.285788609385094,1648.0,368.0,557.0,354.0,1.7969,72800.0,INLAND
-118.4,34.07,21.593055700282484,2170.0,593.0,850.0,520.0,2.9107,500001.0,<1H OCEAN
-122.0,38.35,40.90794593401345,1918.0,364.0,745.0,348.0,2.5707,126000.0,INLAND
-118.99,35.3,32.63702802330931,2248.0,434.0,1461.0,405.0,2.9402,56200.0,INLAND
-119.33,36.28,14.36372608675822,2624.0,527.0,1077.0,520.0,2.125,104200.0,INLAND
-122.28,37.54,24.7040942317168,5114.0,1357.0,3169.0,1268.0,3.9699,293200.0,NEAR OCEAN
-119.45,36.6,43.137397150101826,510.0,88.0,247.0,99.0,2.5,73000.0,INLAND
-117.96,33.69,18.6619288824876,3123.0,441.0,1319.0,432.0,6.091,290400.0,<1H OCEAN
-117.91,33.76,22.943109741445422,7531.0,1569.0,5254.0,1523.0,3.8506,167400.0,<1H OCEAN
-117.4,33.95,44.481246860177336,633.0,166.0,292.0,135.0,1.1601,121400.0,INLAND
-118.3,33.95,38.86943872573539,1182.0,305.0,977.0,283.0,1.5898,94000.0,<1H OCEAN
-117.49,33.98,18.672099705486055,2727.0,462.0,1691.0,448.0,4.8371,160600.0,INLAND
-118.44,34.2,35.958424091724524,2698.0,623.0,1544.0,554.0,2.7375,234900.0,<1H OCEAN
-122.23,37.79,30.928841709208093,610.0,145.0,425.0,140.0,1.6198,122700.0,NEAR BAY
-122.0,38.36,32.54290538879976,2735.0,539.0,1390.0,491.0,2.7262,118800.0,INLAND
-118.33,34.03,40.736203974708936,2840.0,826.0,1911.0,688.0,1.9018,137500.0,<1H OCEAN
-121.5,38.34,35.54932065310857,1212.0,255.0,569.0,256.0,2.0048,72900.0,INLAND
-117.13,32.71,34.71309616583422,614.0,180.0,691.0,164.0,1.6953,81300.0,NEAR OCEAN
-122.28,37.85,53.6965845233599,2246.0,472.0,1005.0,449.0,2.4167,152700.0,NEAR BAY
-122.17,37.75,46.668485618530354,998.0,211.0,597.0,185.0,3.1587,100400.0,NEAR BAY
-121.86,37.36,31.332834667482437,1602.0,358.0,1179.0,354.0,4.4896,156800.0,<1H OCEAN
-121.98,37.23,33.72391021541237,3585.0,935.0,1511.0,835.0,3.1176,396300.0,<1H OCEAN
-118.37,33.9,31.912685658712643,332.0,103.0,177.0,102.0,3.3409,256300.0,<1H OCEAN
-122.43,37.78,27.252635165094016,3587.0,1034.0,1821.0,936.0,2.6392,287500.0,NEAR BAY
-117.88,34.01,21.234245482243377,6756.0,1332.0,4429.0,1299.0,4.7589,178200.0,<1H OCEAN
-121.88,37.64,22.71854011431605,1309.0,184.0,514.0,172.0,10.9506,475800.0,INLAND
-118.39,33.86,32.548340598740765,2361.0,442.0,915.0,437.0,5.687,392400.0,<1H OCEAN
-121.83,37.21,14.416082699856652,2714.0,361.0,1259.0,375.0,7.7738,387500.0,<1H OCEAN
-123.23,39.33,21.594284412288538,804.0,121.0,448.0,140.0,3.9632,147100.0,<1H OCEAN
-121.97,37.95,7.129996486575096,4253.0,709.0,1883.0,662.0,5.431,246700.0,INLAND
-121.21,38.75,10.185388465865197,4552.0,639.0,2006.0,623.0,4.3962,264400.0,INLAND
-118.2,33.9,32.46027458585529,1435.0,322.0,1298.0,299.0,2.7813,105100.0,<1H OCEAN
-117.58,34.1,3.9517196561584087,6360.0,1584.0,3359.0,1396.0,3.5186,127800.0,INLAND
-117.09,33.71,13.402459128718249,1974.0,426.0,1276.0,408.0,1.972,90500.0,INLAND
