longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.32,33.8,39.0,1415.0,298.0,729.0,278.0,4.114240000000001,244800.0,<1H OCEAN
-117.21,32.81,27.0,1318.0,216.0,495.0,191.0,6.86881,283800.0,NEAR OCEAN
-121.85,37.72,43.0,228.0,40.0,83.0,42.0,13.41639,400000.0,INLAND
-122.47,37.73,52.0,2151.0,280.0,762.0,274.0,13.95017,500001.0,NEAR OCEAN
-121.63,39.15,27.0,2991.0,637.0,1419.0,606.0,2.45037,73500.0,INLAND
-117.14,32.8,35.0,1267.0,212.0,710.0,204.0,3.29784,169600.0,NEAR OCEAN
-117.7,33.48,6.0,16590.0,2696.0,6223.0,2357.0,8.20144,340300.0,<1H OCEAN
-117.69,34.08,30.0,4255.0,773.0,2129.0,730.0,5.87405,142500.0,INLAND
-120.04,36.74,14.0,3182.0,730.0,2298.0,721.0,2.10184,71800.0,INLAND
-117.7,33.62,16.0,9653.0,2000.0,4732.0,1922.0,4.85693,197200.0,<1H OCEAN
-123.21,39.14,39.0,1419.0,262.0,661.0,278.0,3.9000000000000004,114600.0,<1H OCEAN
-121.81,37.25,20.0,3398.0,771.0,1231.0,744.0,2.6374400000000002,350000.0,<1H OCEAN
-118.23,34.1,41.0,1353.0,379.0,1536.0,416.0,2.8193099999999998,157000.0,<1H OCEAN
-117.4,33.95,46.0,2189.0,423.0,866.0,389.0,4.0799199999999995,111500.0,INLAND
-118.56,34.06,24.0,2332.0,349.0,761.0,325.0,9.49403,500001.0,<1H OCEAN
-122.44,37.78,52.0,1118.0,279.0,514.0,284.0,3.14548,346200.0,NEAR BAY
-117.85,33.78,23.0,3187.0,870.0,1977.0,852.0,4.41207,212100.0,<1H OCEAN
-122.69,38.36,6.0,5496.0,1374.0,2502.0,1189.0,3.22751,177500.0,<1H OCEAN
-122.13,37.46,35.0,1321.0,300.0,1133.0,287.0,4.85056,159600.0,NEAR BAY
-121.38,38.47,4.0,14418.0,2282.0,6578.0,2140.0,5.92852,145900.0,INLAND
-117.16,32.81,34.0,2275.0,375.0,1021.0,379.0,4.728230000000001,176300.0,NEAR OCEAN
-121.75,37.3,23.0,1801.0,415.0,548.0,393.0,3.25676,133700.0,<1H OCEAN
-118.48,34.15,31.0,2536.0,429.0,990.0,424.0,7.096830000000001,495500.0,<1H OCEAN
-117.25,33.05,16.0,2794.0,476.0,1387.0,442.0,5.62718,213400.0,NEAR OCEAN
-120.9,35.33,16.0,1576.0,287.0,595.0,262.0,4.6644000000000005,266300.0,NEAR OCEAN
-118.41,34.05,16.0,9728.0,2211.0,3026.0,1899.0,7.63854,500001.0,<1H OCEAN
-121.45,38.61,34.0,438.0,116.0,263.0,100.0,1.21927,67500.0,INLAND
-118.22,33.96,32.0,2232.0,603.0,2361.0,608.0,3.3755800000000002,170900.0,<1H OCEAN
-117.59,33.91,7.0,10223.0,1491.0,5205.0,1509.0,7.13336,203400.0,INLAND
-114.31,34.19,15.0,5612.0,1283.0,1015.0,472.0,1.94168,66900.0,INLAND
-118.38,34.15,36.0,2933.0,619.0,1115.0,579.0,5.59468,365900.0,<1H OCEAN
-117.28,33.02,21.0,2736.0,585.0,1251.0,576.0,5.50628,347700.0,NEAR OCEAN
-118.43,33.96,38.0,1104.0,216.0,415.0,163.0,8.05805,422000.0,<1H OCEAN
-118.26,34.06,40.0,637.0,273.0,1150.0,263.0,2.42125,131300.0,<1H OCEAN
-117.93,34.08,36.0,1371.0,246.0,806.0,241.0,5.8601399999999995,187100.0,<1H OCEAN
-118.2,33.77,52.0,1375.0,457.0,1089.0,317.0,2.90472,200000.0,NEAR OCEAN
-122.28,37.77,27.0,3997.0,1073.0,1901.0,966.0,4.875,242800.0,NEAR BAY
-121.95,37.29,9.0,1503.0,381.0,715.0,349.0,6.028230000000001,234300.0,<1H OCEAN
-118.32,33.88,37.0,1402.0,254.0,722.0,251.0,8.42153,269000.0,<1H OCEAN
-118.21,33.79,33.0,32.0,18.0,96.0,36.0,5.97194,112500.0,NEAR OCEAN
-118.65,34.21,5.0,5429.0,665.0,2315.0,687.0,12.54045,500001.0,<1H OCEAN
-117.14,33.18,11.0,5546.0,974.0,2300.0,970.0,4.8241700000000005,199800.0,<1H OCEAN
-122.44,37.66,21.0,5108.0,1510.0,3288.0,1405.0,4.15051,252600.0,NEAR OCEAN
-121.97,38.04,38.0,2505.0,554.0,1595.0,498.0,3.35829,83500.0,INLAND
-122.49,37.75,52.0,2226.0,385.0,1177.0,416.0,6.307080000000001,323800.0,NEAR OCEAN
-117.96,34.53,10.0,2907.0,559.0,1681.0,531.0,5.01722,141000.0,INLAND
-117.1,33.14,7.0,10665.0,2576.0,4917.0,2424.0,3.01223,159500.0,<1H OCEAN
-118.18,34.13,44.0,2734.0,415.0,1057.0,424.0,10.29769,477800.0,<1H OCEAN
-122.19,37.75,36.0,1126.0,263.0,482.0,150.0,2.4917100000000003,82800.0,NEAR BAY
-119.35,36.42,18.0,1115.0,193.0,1742.0,176.0,3.63597,123800.0,INLAND
-118.39,33.87,19.0,3303.0,584.0,1329.0,569.0,9.7773,340400.0,<1H OCEAN
-122.66,38.48,16.0,2724.0,593.0,1124.0,586.0,3.6725000000000003,186200.0,<1H OCEAN
-121.87,37.41,24.0,3308.0,548.0,1891.0,544.0,7.368790000000001,248700.0,<1H OCEAN
-117.95,33.76,29.0,1829.0,366.0,1703.0,343.0,5.36835,188000.0,<1H OCEAN
-118.45,34.22,24.0,3442.0,1168.0,4625.0,1097.0,2.6908700000000003,183000.0,<1H OCEAN
-118.43,34.04,52.0,2425.0,435.0,962.0,412.0,7.61631,494700.0,<1H OCEAN
-121.92,37.28,27.0,3028.0,486.0,1284.0,498.0,5.958290000000001,308800.0,<1H OCEAN
-121.96,37.34,42.0,2001.0,402.0,942.0,375.0,5.77889,255400.0,<1H OCEAN
-120.89,39.3,17.0,2282.0,431.0,974.0,371.0,4.60421,155100.0,INLAND
-120.47,37.96,25.0,2505.0,529.0,1145.0,483.0,2.6077999999999997,103000.0,INLAND
-121.26,37.97,31.0,1189.0,295.0,891.0,292.0,3.31968,50500.0,INLAND
-118.37,33.81,33.0,5057.0,790.0,2021.0,748.0,8.91189,482200.0,NEAR OCEAN
-123.72,41.09,19.0,1970.0,431.0,1166.0,363.0,2.3670400000000003,50000.0,<1H OCEAN
-118.94,34.16,3.0,1170.0,148.0,493.0,142.0,10.45564,500001.0,<1H OCEAN
-123.41,40.61,17.0,769.0,205.0,301.0,126.0,2.32375,55000.0,INLAND
-118.39,34.19,25.0,3794.0,989.0,2454.0,876.0,3.8976600000000006,204200.0,<1H OCEAN
-121.43,38.57,46.0,2443.0,476.0,939.0,457.0,4.6660900000000005,142000.0,INLAND
-118.2,33.99,31.0,1186.0,387.0,2087.0,409.0,2.4871600000000003,154600.0,<1H OCEAN
-121.28,38.75,52.0,493.0,89.0,189.0,94.0,2.7404,83800.0,INLAND
-121.76,38.55,23.0,8800.0,1857.0,6330.0,1832.0,2.6845,219400.0,INLAND
-117.29,34.41,11.0,5934.0,1380.0,2756.0,1239.0,2.04854,108300.0,INLAND
-118.15,33.93,42.0,1839.0,346.0,1034.0,339.0,6.475040000000001,212300.0,<1H OCEAN
-118.36,33.96,17.0,3431.0,934.0,2365.0,810.0,3.95109,129200.0,<1H OCEAN
-122.0,37.34,31.0,3344.0,620.0,1604.0,572.0,6.77404,351500.0,<1H OCEAN
-116.99,33.01,11.0,1412.0,185.0,529.0,166.0,10.07721,500001.0,<1H OCEAN
-116.38,33.74,7.0,17579.0,3479.0,3581.0,1820.0,5.3092,194500.0,INLAND
-121.28,38.12,34.0,3268.0,640.0,1906.0,628.0,3.6708100000000004,110700.0,INLAND
-120.67,35.3,19.0,1540.0,715.0,1799.0,635.0,0.91325,500001.0,NEAR OCEAN
-122.28,37.53,34.0,1980.0,385.0,970.0,391.0,6.656910000000001,310900.0,NEAR OCEAN
-120.86,37.77,28.0,1208.0,232.0,535.0,232.0,3.05799,94700.0,INLAND
-122.32,37.55,46.0,1437.0,266.0,607.0,263.0,6.24884,369700.0,NEAR OCEAN
-116.91,32.8,32.0,1943.0,287.0,1081.0,292.0,7.3899799999999995,208800.0,<1H OCEAN
-122.04,37.95,33.0,1653.0,334.0,814.0,328.0,4.0827800000000005,163100.0,NEAR BAY
-122.71,38.33,13.0,4011.0,936.0,2064.0,914.0,4.80389,157600.0,<1H OCEAN
-118.32,34.03,35.0,3189.0,935.0,2221.0,801.0,2.73598,114000.0,<1H OCEAN
-117.22,33.14,5.0,4576.0,848.0,2314.0,705.0,6.5159899999999995,210400.0,NEAR OCEAN
-117.65,33.42,25.0,2174.0,428.0,603.0,352.0,4.41571,249400.0,NEAR OCEAN
-117.18,32.84,30.0,2290.0,523.0,1272.0,472.0,4.62878,165100.0,NEAR OCEAN
-122.49,37.85,38.0,240.0,29.0,63.0,34.0,15.93111,500001.0,NEAR BAY
-122.24,38.31,38.0,1938.0,301.0,823.0,285.0,7.9415700000000005,280800.0,NEAR BAY
-118.05,33.87,18.0,4928.0,773.0,2952.0,754.0,7.65115,313800.0,<1H OCEAN
-122.68,38.48,15.0,1575.0,262.0,716.0,259.0,6.943170000000001,244600.0,<1H OCEAN
-121.98,37.22,46.0,10088.0,1910.0,3728.0,1781.0,6.80173,500001.0,<1H OCEAN
-117.13,34.39,29.0,2251.0,464.0,855.0,315.0,4.44379,104100.0,INLAND
-119.97,38.94,26.0,1485.0,334.0,406.0,180.0,2.55671,84600.0,INLAND
-122.3,37.88,46.0,1647.0,376.0,854.0,355.0,3.77,144800.0,NEAR BAY
-118.08,34.11,42.0,2628.0,525.0,1494.0,523.0,5.13032,257200.0,<1H OCEAN
-121.92,36.55,52.0,2616.0,483.0,582.0,313.0,4.2575,500001.0,NEAR OCEAN
-117.7,33.61,16.0,2371.0,725.0,1738.0,686.0,4.742920000000001,322600.0,<1H OCEAN
-118.13,34.01,43.0,782.0,207.0,827.0,223.0,4.09994,154300.0,<1H OCEAN
-122.39,37.73,52.0,1070.0,224.0,567.0,207.0,3.7183900000000003,189000.0,NEAR BAY
-119.01,35.3,7.0,8596.0,1597.0,4893.0,1520.0,5.07702,80900.0,INLAND
-121.3,37.85,35.0,1034.0,206.0,604.0,192.0,2.9108300000000003,120000.0,INLAND
-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,3.705,144600.0,NEAR BAY
-122.41,37.63,35.0,865.0,226.0,602.0,217.0,3.9000000000000004,229100.0,NEAR OCEAN
-118.47,34.26,34.0,1300.0,289.0,650.0,291.0,5.05375,199200.0,<1H OCEAN
-124.17,40.74,17.0,2026.0,338.0,873.0,313.0,5.246410000000001,128900.0,NEAR OCEAN
-119.77,36.77,38.0,3065.0,658.0,1441.0,625.0,2.67332,64700.0,INLAND
-118.27,34.11,36.0,1832.0,539.0,934.0,486.0,3.96773,276600.0,<1H OCEAN
-120.41,34.87,32.0,1997.0,317.0,866.0,281.0,6.5806000000000004,158900.0,<1H OCEAN
-121.1,37.8,35.0,1853.0,331.0,958.0,340.0,4.36514,149000.0,INLAND
-118.14,33.84,45.0,1908.0,361.0,890.0,342.0,5.947500000000001,336000.0,<1H OCEAN
-117.24,32.8,18.0,2205.0,661.0,874.0,580.0,4.942340000000001,112500.0,NEAR OCEAN
-118.48,35.14,4.0,8417.0,1657.0,4631.0,1468.0,4.80337,115800.0,INLAND
-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,6.10857,213800.0,INLAND
-122.32,37.93,40.0,3056.0,489.0,1103.0,481.0,6.6387100000000006,247300.0,NEAR BAY
-122.36,40.55,21.0,2500.0,466.0,1428.0,502.0,3.4466900000000003,113300.0,INLAND
-118.16,34.2,43.0,1810.0,343.0,988.0,307.0,4.9663900000000005,176000.0,<1H OCEAN
-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,5.25421,99300.0,INLAND
-122.02,37.56,23.0,4332.0,857.0,2461.0,829.0,5.66722,223400.0,NEAR BAY
-122.03,37.53,18.0,1746.0,437.0,1268.0,404.0,4.2328,183300.0,NEAR BAY
-122.16,37.47,44.0,2581.0,437.0,1006.0,414.0,7.016100000000001,341700.0,NEAR BAY
-118.26,34.02,39.0,698.0,232.0,1046.0,228.0,2.9062799999999998,119500.0,<1H OCEAN
-121.44,37.76,5.0,7264.0,1285.0,3670.0,1146.0,6.55759,194800.0,INLAND
-117.4,34.06,17.0,5451.0,1008.0,3533.0,940.0,5.09483,101600.0,INLAND
-117.6,34.02,16.0,2103.0,348.0,1305.0,356.0,6.87037,160400.0,INLAND
-117.03,32.73,38.0,3174.0,606.0,1557.0,619.0,4.66193,123600.0,NEAR OCEAN
-117.04,32.58,20.0,2029.0,357.0,1497.0,353.0,5.21157,132100.0,NEAR OCEAN
-121.76,36.9,44.0,919.0,309.0,1321.0,301.0,2.70075,121400.0,<1H OCEAN
-118.45,33.96,36.0,2723.0,547.0,1090.0,519.0,8.22471,500001.0,<1H OCEAN
-118.32,34.06,43.0,2808.0,584.0,1654.0,569.0,5.3625,436800.0,<1H OCEAN
-118.16,33.86,26.0,6607.0,1663.0,4066.0,1558.0,3.25884,156300.0,<1H OCEAN
-118.27,34.09,52.0,1079.0,222.0,439.0,201.0,6.0125,230800.0,<1H OCEAN
-118.3,34.0,52.0,1686.0,377.0,982.0,356.0,2.72454,116400.0,<1H OCEAN
-122.24,38.14,15.0,8479.0,1759.0,5008.0,1646.0,4.841200000000001,131600.0,NEAR BAY
-118.2,33.89,40.0,2538.0,564.0,2170.0,541.0,3.53756,107900.0,<1H OCEAN
-118.08,33.88,30.0,1901.0,519.0,2685.0,496.0,4.24307,120100.0,<1H OCEAN
-122.0,36.98,20.0,2502.0,454.0,981.0,399.0,5.59,275000.0,NEAR OCEAN
-122.31,37.57,42.0,3157.0,676.0,1603.0,629.0,4.86486,292600.0,NEAR OCEAN
-118.29,34.05,31.0,2818.0,1252.0,4126.0,1200.0,2.6689,229200.0,<1H OCEAN
-122.11,37.05,18.0,3337.0,549.0,1449.0,519.0,6.683560000000001,315800.0,NEAR OCEAN
-118.13,33.8,36.0,1496.0,271.0,743.0,265.0,5.76056,226000.0,<1H OCEAN
-117.95,33.8,34.0,1654.0,285.0,905.0,292.0,6.03057,214600.0,<1H OCEAN
-115.38,32.82,38.0,1892.0,394.0,1175.0,374.0,2.59207,65800.0,INLAND
-118.3,34.05,46.0,1386.0,457.0,1845.0,485.0,2.78382,157700.0,<1H OCEAN
-122.7,38.43,28.0,1585.0,412.0,1362.0,424.0,2.1690500000000004,114100.0,<1H OCEAN
-118.2,34.04,36.0,1625.0,490.0,2003.0,478.0,2.8353,147200.0,<1H OCEAN
-117.08,32.77,31.0,1070.0,155.0,426.0,153.0,8.01164,219200.0,NEAR OCEAN
-122.04,37.9,20.0,5467.0,1044.0,2310.0,963.0,7.40818,275800.0,NEAR BAY
-117.78,34.13,18.0,7798.0,1161.0,3710.0,1227.0,7.64647,260500.0,INLAND
-121.81,37.37,26.0,2987.0,539.0,1931.0,518.0,6.642869999999999,213100.0,<1H OCEAN
-118.34,34.08,52.0,1430.0,186.0,547.0,178.0,13.47593,500001.0,<1H OCEAN
-115.56,32.78,34.0,2856.0,555.0,1627.0,522.0,4.17079,76200.0,INLAND
-124.19,40.73,21.0,5694.0,1056.0,2907.0,972.0,4.59719,90100.0,NEAR OCEAN
-118.15,34.71,36.0,1338.0,250.0,709.0,250.0,4.6312500000000005,101400.0,INLAND
-118.02,33.95,36.0,1681.0,329.0,964.0,311.0,5.3404,181200.0,<1H OCEAN
-122.32,37.56,49.0,2016.0,299.0,691.0,288.0,7.213700000000001,500001.0,NEAR OCEAN
-118.41,34.17,27.0,3277.0,648.0,1382.0,615.0,5.0375000000000005,366100.0,<1H OCEAN
-122.67,38.25,32.0,1333.0,235.0,660.0,206.0,5.29477,288500.0,<1H OCEAN
-118.08,34.55,5.0,16181.0,2971.0,8152.0,2651.0,5.88081,141800.0,INLAND
-118.38,34.06,25.0,2558.0,661.0,1183.0,636.0,4.62228,500000.0,<1H OCEAN
-118.25,34.16,14.0,3700.0,945.0,1681.0,905.0,5.07702,200000.0,<1H OCEAN
-117.99,33.83,35.0,1484.0,252.0,916.0,248.0,6.84541,191400.0,<1H OCEAN
-118.44,34.01,42.0,2061.0,396.0,907.0,393.0,7.904520000000001,420000.0,<1H OCEAN
-118.63,34.19,32.0,3568.0,591.0,1741.0,563.0,6.69877,259600.0,<1H OCEAN
-120.46,37.31,35.0,2042.0,378.0,953.0,356.0,3.55472,87800.0,INLAND
-118.27,33.94,39.0,2078.0,561.0,1901.0,504.0,1.4908400000000002,96900.0,<1H OCEAN
-118.48,34.42,21.0,1375.0,259.0,728.0,258.0,6.521580000000001,229000.0,<1H OCEAN
-118.33,33.91,35.0,1092.0,302.0,962.0,297.0,4.66739,183300.0,<1H OCEAN
-120.93,37.66,10.0,7566.0,1348.0,3227.0,1199.0,6.1672,148100.0,INLAND
-118.33,34.05,44.0,1574.0,390.0,1323.0,404.0,3.2869200000000003,226300.0,<1H OCEAN
-122.35,37.94,47.0,1275.0,275.0,844.0,273.0,3.7657100000000003,95600.0,NEAR BAY
-118.31,33.95,43.0,1823.0,358.0,1065.0,342.0,4.25204,131000.0,<1H OCEAN
-122.03,37.86,29.0,3025.0,477.0,1035.0,452.0,7.945600000000001,390600.0,NEAR BAY
-121.37,38.67,36.0,1786.0,338.0,974.0,319.0,3.3215000000000003,72700.0,INLAND
-117.85,34.06,24.0,3128.0,497.0,1406.0,472.0,9.787180000000001,462700.0,<1H OCEAN
-118.36,33.92,19.0,2807.0,883.0,1546.0,815.0,3.4287500000000004,233800.0,<1H OCEAN
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,6.872840000000001,347600.0,NEAR BAY
-121.51,38.56,43.0,1048.0,312.0,1320.0,294.0,1.38437,137500.0,INLAND
-118.57,34.21,23.0,4891.0,793.0,2447.0,765.0,7.643740000000001,270500.0,<1H OCEAN
-117.15,34.03,26.0,5305.0,701.0,1818.0,676.0,7.98993,217100.0,INLAND
-118.1,34.05,26.0,1495.0,328.0,1296.0,304.0,3.7868999999999997,152300.0,<1H OCEAN
-118.25,33.94,44.0,1463.0,312.0,940.0,312.0,3.03329,99800.0,<1H OCEAN
-121.79,39.48,39.0,1105.0,180.0,408.0,166.0,4.41077,82100.0,INLAND
-117.79,33.68,9.0,1633.0,295.0,928.0,297.0,7.52154,265900.0,<1H OCEAN
-121.81,37.31,15.0,1794.0,366.0,1533.0,371.0,7.51959,209900.0,<1H OCEAN
-122.28,37.9,52.0,2261.0,328.0,819.0,335.0,6.38079,346800.0,NEAR BAY
-121.29,38.76,12.0,1198.0,174.0,443.0,170.0,7.812609999999999,187500.0,INLAND
-116.97,32.76,26.0,2460.0,313.0,838.0,299.0,7.78414,270700.0,<1H OCEAN
-121.29,38.04,16.0,2128.0,441.0,1860.0,459.0,4.131270000000001,97300.0,INLAND
-117.92,33.98,10.0,16414.0,2919.0,8907.0,2714.0,8.00176,362500.0,<1H OCEAN
-118.32,33.99,43.0,2028.0,479.0,1074.0,394.0,3.36817,98700.0,<1H OCEAN
-118.16,34.07,42.0,3836.0,777.0,2118.0,754.0,4.727320000000001,254600.0,<1H OCEAN
-122.45,37.78,52.0,1345.0,291.0,560.0,294.0,4.8306700000000005,494400.0,NEAR BAY
-120.46,37.29,30.0,2972.0,635.0,1940.0,590.0,3.06722,72300.0,INLAND
-119.75,36.77,32.0,1962.0,399.0,1005.0,392.0,3.47438,70400.0,INLAND
-121.47,38.72,26.0,1708.0,299.0,911.0,290.0,5.22951,99800.0,INLAND
-119.71,36.81,19.0,1648.0,368.0,557.0,354.0,2.33597,72800.0,INLAND
-118.4,34.07,22.0,2170.0,593.0,850.0,520.0,3.78391,500001.0,<1H OCEAN
-122.0,38.35,38.0,1918.0,364.0,745.0,348.0,3.34191,126000.0,INLAND
-118.99,35.3,33.0,2248.0,434.0,1461.0,405.0,3.82226,56200.0,INLAND
-119.33,36.28,16.0,2624.0,527.0,1077.0,520.0,2.7625,104200.0,INLAND
-122.28,37.54,24.0,5114.0,1357.0,3169.0,1268.0,5.16087,293200.0,NEAR OCEAN
-119.45,36.6,42.0,510.0,88.0,247.0,99.0,3.25,73000.0,INLAND
-117.96,33.69,20.0,3123.0,441.0,1319.0,432.0,7.9183,290400.0,<1H OCEAN
-117.91,33.76,22.0,7531.0,1569.0,5254.0,1523.0,5.005780000000001,167400.0,<1H OCEAN
-117.4,33.95,43.0,633.0,166.0,292.0,135.0,1.50813,121400.0,INLAND
-118.3,33.95,35.0,1182.0,305.0,977.0,283.0,2.0667400000000002,94000.0,<1H OCEAN
-117.49,33.98,17.0,2727.0,462.0,1691.0,448.0,6.28823,160600.0,INLAND
-118.44,34.2,36.0,2698.0,623.0,1544.0,554.0,3.55875,234900.0,<1H OCEAN
-122.23,37.79,30.0,610.0,145.0,425.0,140.0,2.10574,122700.0,NEAR BAY
-122.0,38.36,34.0,2735.0,539.0,1390.0,491.0,3.54406,118800.0,INLAND
-118.33,34.03,39.0,2840.0,826.0,1911.0,688.0,2.47234,137500.0,<1H OCEAN
-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,2.60624,72900.0,INLAND
-117.13,32.71,35.0,614.0,180.0,691.0,164.0,2.20389,81300.0,NEAR OCEAN
-122.28,37.85,52.0,2246.0,472.0,1005.0,449.0,3.1417100000000002,152700.0,NEAR BAY
-122.17,37.75,47.0,998.0,211.0,597.0,185.0,4.106310000000001,100400.0,NEAR BAY
-121.86,37.36,31.0,1602.0,358.0,1179.0,354.0,5.836480000000001,156800.0,<1H OCEAN
-121.98,37.23,33.0,3585.0,935.0,1511.0,835.0,4.05288,396300.0,<1H OCEAN
-118.37,33.9,32.0,332.0,103.0,177.0,102.0,4.34317,256300.0,<1H OCEAN
-122.43,37.78,26.0,3587.0,1034.0,1821.0,936.0,3.4309600000000002,287500.0,NEAR BAY
-117.88,34.01,16.0,6756.0,1332.0,4429.0,1299.0,6.18657,178200.0,<1H OCEAN
-121.88,37.64,20.0,1309.0,184.0,514.0,172.0,14.23578,475800.0,INLAND
-118.39,33.86,34.0,2361.0,442.0,915.0,437.0,7.3931000000000004,392400.0,<1H OCEAN
-121.83,37.21,14.0,2714.0,361.0,1259.0,375.0,10.10594,387500.0,<1H OCEAN
-123.23,39.33,20.0,804.0,121.0,448.0,140.0,5.15216,147100.0,<1H OCEAN
-121.97,37.95,8.0,4253.0,709.0,1883.0,662.0,7.060300000000001,246700.0,INLAND
-121.21,38.75,11.0,4552.0,639.0,2006.0,623.0,5.71506,264400.0,INLAND
-118.2,33.9,33.0,1435.0,322.0,1298.0,299.0,3.61569,105100.0,<1H OCEAN
-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,4.57418,127800.0,INLAND
-117.09,33.71,13.0,1974.0,426.0,1276.0,408.0,2.5636,90500.0,INLAND
-118.29,34.06,42.0,3894.0,2293.0,6846.0,2156.0,2.02189,70000.0,<1H OCEAN
-121.54,39.12,17.0,4251.0,899.0,3265.0,934.0,3.0544800000000003,65000.0,INLAND
-117.64,34.07,38.0,2450.0,544.0,1823.0,536.0,3.6881000000000004,111200.0,INLAND
-118.1,33.91,36.0,1080.0,201.0,719.0,201.0,5.5482700000000005,175800.0,<1H OCEAN
-118.94,35.37,37.0,1667.0,362.0,971.0,335.0,3.7375000000000003,57400.0,INLAND
-118.29,34.25,19.0,1988.0,594.0,1399.0,527.0,3.21451,175000.0,<1H OCEAN
-119.08,35.34,18.0,4070.0,512.0,1580.0,540.0,13.77233,245800.0,INLAND
-117.51,33.95,12.0,9016.0,1486.0,4285.0,1457.0,6.497920000000001,169100.0,INLAND
-122.48,37.68,31.0,3506.0,653.0,2296.0,645.0,7.23411,268700.0,NEAR OCEAN
-120.48,35.05,24.0,2314.0,468.0,1549.0,463.0,3.6663900000000003,152600.0,<1H OCEAN
-118.19,34.14,38.0,1826.0,300.0,793.0,297.0,6.88506,291500.0,<1H OCEAN
-117.15,33.45,4.0,9089.0,1413.0,3886.0,1243.0,6.09752,174200.0,<1H OCEAN
-117.16,32.78,24.0,3566.0,765.0,1697.0,722.0,4.728750000000001,178600.0,NEAR OCEAN
-118.21,34.04,47.0,1306.0,391.0,1499.0,346.0,2.96244,139600.0,<1H OCEAN
-122.03,38.69,23.0,1796.0,380.0,939.0,330.0,3.6341500000000004,96300.0,INLAND
